,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
147,,,179268,0,0,1,-1,0,2,3.0,3.0,5,Marc,2.5,112,False,,,51,179268.jpg,2.5,Cucurella Saseta,12.6,False,,a,6,8,10,747151,188803,393416,48995,0.5,2.0,Cucurella,285,0,2,0,6,0,0,0,1,0,0,0,63,68.0,93.2,36.0,19.7,98,36,34,8,129,33,70,13,2.0,,,,,
148,,,41328,0,0,0,0,0,2,3.0,3.0,1,César,2.5,127,False,,,50,41328.jpg,2.5,Azpilicueta,1.7,False,,a,6,8,10,76674,4757,102149,20914,0.5,2.0,Azpilicueta,155,0,0,1,2,0,0,0,0,0,0,1,42,34.6,27.1,2.0,6.4,212,89,157,46,280,96,236,83,,,,,,
149,,,51090,0,0,0,0,0,2,3.0,3.0,2,Thiago,2.5,128,False,,,55,51090.jpg,2.5,Emiliano da Silva,5.9,False,,a,6,8,10,93810,14778,178482,36972,0.5,1.8,Thiago Silva,360,0,0,1,6,0,0,0,0,0,0,0,75,92.8,15.9,24.0,13.3,54,16,198,58,170,45,130,34,,,,,,
150,100.0,100.0,82263,0,0,-2,2,0,2,0.5,0.5,0,Marcos,0.0,129,False,,2022-08-12T12:30:05.400448Z,53,82263.jpg,0.0,Alonso,1.2,False,,a,6,8,0,6161,2441,204847,6233,0.0,0.0,Alonso,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,580,215,578,215,570,214,581,215,,,,,,
151,,,85955,0,0,0,0,1,3,4.7,4.7,2,Jorge Luiz,4.2,130,False,,,60,85955.jpg,4.2,Frello Filho,3.7,False,,a,6,8,17,292035,15673,250272,54356,0.7,2.8,Jorginho,299,1,0,1,4,0,0,0,0,0,0,3,65,64.6,49.3,27.0,14.1,113,44,91,67,159,86,113,67,,,,,1.0,
152,,,88894,0,0,-1,1,0,3,0.5,0.5,0,Ross,0.0,131,False,,,49,88894.jpg,0.0,Barkley,0.1,False,,a,6,8,0,1659,213,3861,631,0.0,0.0,Barkley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,233,548,234,529,219,558,235,,,,,,
153,100.0,100.0,91651,0,0,-1,1,0,3,0.7,0.7,1,Mateo,0.2,132,False,,2022-08-12T12:30:05.410427Z,49,91651.jpg,1.0,Kovacic,0.3,False,,a,6,8,1,9432,4242,58817,2597,0.0,0.2,Kovacic,15,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.5,0.0,0.3,331,148,318,158,530,220,347,157,,,,,,
154,,,109745,0,0,-1,1,0,1,0.5,0.5,0,Kepa,0.0,133,False,,,44,109745.jpg,0.0,Arrizabalaga,0.2,False,,a,6,8,0,2881,540,8334,1264,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,55,430,37,381,35,450,55,,,,,,
155,0.0,0.0,116594,0,0,-1,1,0,3,0.0,0.0,0,N'Golo,1.2,134,False,Hamstring injury - Expected back 01 Oct,2022-08-14T23:30:06.470224Z,49,116594.jpg,2.5,Kanté,1.9,False,,i,6,8,5,79230,1016,310892,32107,0.2,1.0,Kanté,174,0,0,1,1,0,0,0,0,0,0,0,32,36.4,48.7,23.0,10.8,208,85,93,69,174,93,165,88,,,,,,
156,,,124183,-1,1,-3,3,0,3,0.7,0.7,0,Hakim,0.2,135,False,,,57,124183.jpg,1.0,Ziyech,0.3,False,,a,6,8,1,9885,1768,36168,5053,0.0,0.2,Ziyech,26,0,0,0,1,0,0,0,0,0,0,0,6,5.4,21.7,16.0,4.3,309,138,176,101,206,112,274,123,5.0,,4.0,,4.0,
157,,,126187,0,0,0,0,0,3,2.3,2.3,2,Ruben,1.8,136,False,,,50,126187.jpg,1.8,Loftus-Cheek,0.2,False,,a,6,8,7,18550,3892,11158,2953,0.4,1.4,Loftus-Cheek,295,0,0,0,6,0,0,0,0,0,0,0,35,68.0,40.6,85.0,19.4,97,38,114,78,54,37,72,46,,,,,,
158,0.0,0.0,165153,0,0,-1,1,0,4,0.0,0.0,0,Timo,0.0,137,False,Transferred to RB Leipzig,2022-08-10T10:27:43.622232Z,79,165153.jpg,0.0,Werner,0.2,False,,u,6,8,0,2202,0,49013,1444,0.0,0.0,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,601,63,601,63,601,63,601,63,,,,,,
159,,,167767,-1,1,-1,1,0,2,0.5,0.5,0,Robert Kenedy,0.0,138,False,,,39,167767.jpg,0.0,Nunes do Nascimento,0.4,False,,a,6,8,0,10608,5089,15784,3147,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,359,131,342,127,286,99,365,131,,,,,,
160,,,172850,-1,1,-2,2,0,2,3.3,3.3,1,Ben,2.8,139,False,,,58,172850.jpg,3.7,Chilwell,2.5,False,,a,6,8,11,95310,3847,257352,43559,0.5,1.9,Chilwell,78,0,1,1,0,0,0,0,0,0,0,0,34,7.8,5.7,4.0,1.8,295,110,237,76,264,88,305,109,4.0,,,,,
161,100.0,100.0,176413,0,0,-2,2,0,3,1.5,1.5,1,Christian,1.0,140,False,,2022-08-19T13:30:06.111243Z,58,176413.jpg,1.0,Pulisic,0.5,False,,a,6,8,4,12414,2283,48234,5322,0.2,0.7,Pulisic,72,0,0,0,2,0,0,0,0,0,0,0,15,2.2,1.5,4.0,0.8,334,151,291,151,265,134,326,147,,,,,,
162,,,180736,0,0,-2,2,0,2,1.0,1.0,2,Trevoh,0.5,141,False,,,48,180736.jpg,2.0,Chalobah,0.4,False,,a,6,8,2,5410,1291,32196,2738,0.1,0.4,Chalobah,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,0.5,0.0,1.6,267,106,317,116,518,204,309,111,,,,,,
163,,,184341,-1,1,-3,3,0,3,2.5,2.5,1,Mason,2.0,142,False,,,77,184341.jpg,2.0,Mount,4.8,False,,a,6,8,8,116467,11278,565536,129775,0.3,1.0,Mount,275,0,0,1,5,0,0,0,0,0,0,0,35,67.0,94.5,94.0,25.7,104,41,32,23,47,32,40,29,1.0,,3.0,,2.0,
164,0.0,0.0,204727,0,0,0,0,0,2,0.0,0.0,0,Malang,0.0,143,False,Season-long loan to Monaco,2022-08-12T14:18:58.649483Z,50,204727.jpg,0.0,Sarr,0.1,False,,u,6,8,0,289,0,10264,525,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,576,214,572,214,561,212,577,214,,,,,,
165,,,209046,0,0,-2,2,0,3,0.5,0.5,0,Callum,0.0,144,False,,,53,209046.jpg,0.0,Hudson-Odoi,0.1,False,,a,6,8,0,1819,321,6537,911,0.0,0.0,Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584,254,582,254,575,248,585,254,,,,,,
166,,,219847,-1,1,-2,2,0,4,2.0,2.0,1,Kai,1.5,145,False,,,78,219847.jpg,1.5,Havertz,2.9,False,,a,6,8,6,142332,13649,308396,62722,0.2,0.8,Havertz,343,0,0,1,5,0,0,0,2,0,0,0,-6,24.4,36.7,98.0,16.0,239,24,124,13,45,13,87,14,,,,,3.0,
167,,,225796,0,0,1,-1,0,2,6.0,6.0,7,Reece,5.5,146,False,,,61,225796.jpg,5.5,James,45.0,False,,a,6,8,22,1102969,242056,587759,82912,0.9,3.6,James,360,1,1,1,6,0,0,0,2,0,0,5,105,119.4,118.4,67.0,30.5,22,3,14,3,68,6,29,2,3.0,,1.0,,,
168,,,228286,0,0,0,0,1,1,3.7,3.7,3,Edouard,3.2,147,False,,,50,228286.jpg,3.2,Mendy,20.1,False,,a,6,8,13,468648,46610,591805,124187,0.6,2.6,Mendy,360,0,0,1,6,0,0,0,1,0,13,0,65,108.0,0.0,0.0,10.9,32,7,575,58,564,58,162,7,,,,,,
169,0.0,,232787,0,0,-3,3,0,3,0.0,1.0,-2,Conor,0.5,148,False,Suspended until 03 Sep,2022-08-27T20:00:06.444499Z,57,232787.jpg,0.5,Gallagher,0.6,False,,s,6,8,2,9329,349,112546,23148,0.1,0.4,Gallagher,96,0,0,0,4,0,0,0,0,1,0,0,18,19.6,25.4,26.0,7.0,250,104,161,95,164,90,225,106,,,,,,
170,,,243568,0,0,-1,1,0,3,0.5,0.5,0,Billy,0.0,149,False,,,44,243568.jpg,0.0,Gilmour,0.6,False,,a,6,8,0,29285,1509,35067,6803,0.0,0.0,Gilmour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,175,450,180,410,158,469,179,,,,,,
171,100.0,100.0,440323,0,0,-1,1,0,4,1.0,1.0,0,Armando,0.5,150,False,,2022-08-19T13:30:06.120257Z,54,440323.jpg,1.0,Broja,0.7,False,,a,6,8,2,15179,1607,83289,10365,0.1,0.4,Broja,16,0,0,0,1,0,0,0,0,0,0,0,6,5.2,0.3,19.0,2.5,310,37,333,43,190,37,291,38,,,,,,
172,,,199598,0,0,-1,1,0,2,0.5,0.5,0,Ethan,0.0,151,False,,,44,199598.jpg,0.0,Ampadu,0.1,False,,a,6,8,0,1323,150,3998,658,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,454,185,442,185,399,166,462,187,,,,,,
173,,,103955,0,0,-1,1,1,3,6.5,6.5,15,Raheem,6.0,304,False,,,99,103955.jpg,6.0,Sterling,6.7,False,,a,6,8,24,282032,175425,281619,25646,0.6,2.4,Sterling,333,2,1,1,5,0,0,0,1,0,0,3,48,95.2,84.9,146.0,32.6,51,22,42,30,18,12,21,15,,,,,,
174,100.0,0.0,86129,0,0,0,0,0,2,3.3,0.0,0,Kalidou,2.8,520,False,,2022-08-22T07:00:05.916103Z,55,86129.jpg,3.7,Koulibaly,8.2,False,,a,6,8,11,397119,36205,707979,64994,0.5,2.0,Koulibaly,247,1,0,1,5,0,0,0,0,1,0,0,55,87.4,7.6,58.0,15.3,61,19,232,74,74,7,93,22,,,,,,
175,,,40836,0,0,0,0,0,1,1.5,0.5,0,Vicente,1.5,152,False,,,45,40836.jpg,1.5,Guaita,1.4,False,,a,7,31,6,25569,6236,38532,6592,0.3,1.3,Guaita,360,0,0,0,8,0,0,0,1,0,9,0,56,81.8,0.0,0.0,8.1,69,13,470,39,432,37,210,13,,,,,,
176,0.0,0.0,49413,0,0,0,0,0,2,0.0,0.0,0,James,0.0,153,False,Calf injury - Unknown return date,2022-08-04T15:00:05.354954Z,40,49413.jpg,0.0,Tomkins,0.6,False,,i,7,31,0,1229,117,40467,4813,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,138,360,134,304,106,383,138,,,,,,
177,0.0,0.0,50471,0,0,-1,1,0,3,0.0,0.0,0,James,0.0,154,False,Groin Injury - Unknown return date,2022-08-01T09:00:04.716469Z,49,50471.jpg,0.0,McArthur,0.0,False,,i,7,31,0,223,17,998,63,0.0,0.0,McArthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,230,544,231,525,216,555,232,,,,,,
178,0.0,0.0,54861,0,0,0,0,0,4,0.0,0.0,0,Christian,0.0,155,False,Transferred to D.C. United,2022-08-10T10:33:52.348630Z,55,54861.jpg,0.0,Benteke,0.3,False,,u,7,31,0,3358,0,69419,4057,0.0,0.0,Benteke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,589,58,588,59,583,59,590,59,,,,,,
179,,,55494,0,0,0,0,0,2,0.8,-0.2,0,Joel,0.8,156,False,,,45,55494.jpg,1.0,Ward,0.2,False,,a,7,31,3,4554,1900,7892,1571,0.2,0.7,Ward,270,0,0,0,6,0,0,0,1,0,0,0,25,50.2,3.2,0.0,5.4,160,66,257,87,433,178,258,94,,,,,,
180,,,57328,0,0,0,0,0,2,0.8,-0.2,1,Nathaniel,0.8,157,False,,,45,57328.jpg,1.0,Clyne,0.2,False,,a,7,31,3,7024,1442,8450,1341,0.2,0.7,Clyne,253,0,0,0,6,0,0,0,1,0,0,0,24,21.2,15.2,0.0,3.7,246,101,202,61,435,180,277,98,,,,,,
181,,,66975,0,0,0,0,0,3,0.8,-0.2,0,Luka,0.8,158,False,,,45,66975.jpg,1.0,Milivojevic,0.6,False,,a,7,31,3,18049,1658,29122,6113,0.2,0.7,Milivojevic,34,0,0,0,1,0,0,0,0,0,0,0,6,1.0,1.5,0.0,0.2,346,159,288,150,440,174,353,160,3.0,,2.0,,2.0,
182,,,80146,0,0,0,0,0,3,2.0,1.0,2,Jordan,2.0,159,False,,,55,80146.jpg,2.0,Ayew,0.3,False,,a,7,31,8,14613,3203,19660,3281,0.4,1.5,Ayew,294,0,0,0,7,0,0,0,0,0,0,0,26,41.6,51.2,54.0,14.7,186,73,89,65,81,51,99,59,,,,,,
183,50.0,50.0,82403,0,0,1,-1,0,3,2.6,2.1,0,Wilfried,5.2,160,False,Knee injury - 50% chance of playing,2022-08-26T23:30:05.969506Z,71,82403.jpg,7.0,Zaha,7.7,False,,d,7,31,21,569836,19405,610123,272981,0.7,3.0,Zaha,261,3,0,0,4,0,0,1,1,0,0,3,68,134.8,77.0,127.0,33.9,15,8,51,37,24,17,18,12,,,,,1.0,
184,,,86417,-1,1,-1,1,0,3,1.8,0.8,2,Jeffrey,1.8,161,False,,,49,86417.jpg,1.8,Schlupp,0.2,False,,a,7,31,7,4992,1430,8759,1481,0.4,1.4,Schlupp,343,0,0,0,8,0,0,0,1,0,0,0,34,42.8,9.1,34.0,8.6,181,70,230,123,138,74,202,101,,,,,,
185,25.0,25.0,105666,0,0,0,0,0,1,0.0,-0.2,0,Jack,0.0,162,False,Hand injury - 25% chance of playing,2022-08-01T17:30:04.731748Z,45,105666.jpg,0.0,Butland,0.1,False,,d,7,31,0,376,67,3773,439,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,493,60,483,44,449,42,501,60,,,,,,
186,,,108413,0,0,-1,1,0,3,1.0,0.0,1,Will,1.0,163,False,,,49,108413.jpg,1.0,Hughes,0.0,False,,a,7,31,4,529,125,1522,251,0.2,0.8,Hughes,46,0,0,0,2,0,0,0,0,0,0,0,11,18.0,2.3,34.0,5.4,258,107,271,142,139,75,260,115,,,,,,
187,,,173954,-1,1,-1,1,0,3,0.0,-1.0,0,Jairo,0.0,164,False,,,44,173954.jpg,0.0,Riedewald,0.1,False,,a,7,31,0,1585,245,2979,483,0.0,0.0,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,449,169,437,174,394,151,457,173,,,,,,
188,,,174874,0,0,0,0,0,2,2.5,1.5,6,Joachim,2.5,165,False,,,45,174874.jpg,2.5,Andersen,2.4,False,,a,7,31,10,58777,23971,77944,8523,0.6,2.2,Andersen,360,1,0,0,8,0,0,0,1,0,0,0,65,145.2,22.9,30.0,19.9,9,1,170,48,151,39,68,12,,,,,,
189,,,199670,0,0,-1,1,0,4,2.0,1.0,2,Odsonne,2.0,166,False,,,54,199670.jpg,2.0,Edouard,2.5,False,,a,7,31,8,89554,29047,155231,29767,0.4,1.5,Edouard,219,0,1,0,4,0,0,0,1,0,0,0,11,28.2,17.0,92.0,13.6,224,20,190,27,50,15,121,18,,,,,3.0,
190,,,209036,0,0,-1,1,0,2,0.5,-0.5,-1,Marc,0.5,167,False,,,44,209036.jpg,0.5,Guéhi,1.4,False,,a,7,31,2,10390,2706,62775,11549,0.1,0.5,Guéhi,360,0,0,0,8,1,0,0,1,0,0,0,44,67.4,22.1,18.0,10.8,101,38,175,50,193,55,163,48,,,,,,
191,,,231747,0,0,-1,1,0,4,1.5,0.5,0,Jean-Philippe,1.5,168,False,,,54,231747.jpg,2.0,Mateta,0.6,False,,a,7,31,6,26635,4449,43877,9778,0.3,1.1,Mateta,68,1,0,0,2,0,0,0,1,0,0,0,26,31.0,12.5,27.0,7.0,217,18,216,31,158,32,224,28,,,,,,
192,,,232413,0,0,0,0,0,3,4.0,3.0,5,Eberechi,4.0,169,False,,,55,232413.jpg,4.0,Eze,2.3,False,,a,7,31,16,184038,82987,76789,15418,0.7,2.9,Eze,343,0,2,0,8,0,0,0,0,0,0,2,78,68.2,99.2,51.0,21.9,96,37,27,19,86,54,54,38,1.0,,1.0,,,
193,50.0,,244723,0,0,0,0,0,2,1.2,1.5,1,Tyrick,2.5,170,False,Knock - 50% chance of playing,2022-08-27T20:00:06.476742Z,45,244723.jpg,2.5,Mitchell,0.8,False,,d,7,31,10,18001,901,36015,13392,0.6,2.2,Mitchell,314,0,1,0,5,0,0,0,0,0,0,1,60,63.4,39.9,0.0,10.4,116,46,116,28,480,197,170,50,,,,,,
194,100.0,100.0,443661,0,0,0,0,0,3,0.8,-0.2,1,Michael,0.8,171,False,,2022-08-01T17:30:04.743028Z,55,443661.jpg,1.0,Olise,0.1,False,,a,7,31,3,3952,809,10675,1595,0.1,0.5,Olise,38,0,0,0,1,0,0,0,0,0,0,0,5,6.2,15.4,0.0,2.2,307,137,201,113,589,255,295,132,2.0,,3.0,,,
195,0.0,0.0,450542,0,0,0,0,0,3,0.0,0.0,0,Jesurun,0.0,172,False,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,450542.jpg,0.0,Rak-Sakyi,0.0,False,,u,7,31,0,241,0,2775,265,0.0,0.0,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,210,517,213,493,196,530,213,,,,,,
196,,,450535,-1,1,-1,1,0,3,0.2,-0.8,0,Malcolm,0.2,173,False,,,44,450535.jpg,1.0,Ebiowei,0.2,False,,a,7,31,1,5230,998,9743,1758,0.0,0.2,Ebiowei,4,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.5,0.0,0.2,344,157,315,157,418,163,352,159,,,,,,
197,0.0,0.0,232423,0,0,-1,1,0,2,0.0,0.0,0,Nathan,0.0,174,False,Foot injury - Expected back 08 Oct,2022-08-11T16:30:05.407855Z,39,232423.jpg,0.0,Ferguson,0.4,False,,i,7,31,0,22547,17541,18482,5724,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,362,132,345,128,289,100,368,132,,,,,,
198,100.0,100.0,101982,0,0,0,0,0,1,0.0,-1.0,0,Sam,0.0,175,False,,2022-08-01T17:30:04.756681Z,45,101982.jpg,0.0,Johnstone,0.1,False,,a,7,31,0,944,161,3589,735,0.0,0.0,Johnstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,58,480,42,446,40,498,58,,,,,,
199,0.0,0.0,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,0.0,495,False,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,169593.jpg,0.0,Matthews,0.0,False,,u,7,31,0,0,0,1066,127,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,40,372,22,316,20,394,40,,,,,,
200,0.0,0.0,450541,0,0,0,0,0,4,0.0,0.0,0,Luke,0.0,496,False,Joined RWD Molenbeek on loan - Expected back 01 Jul,2022-08-26T23:30:06.261539Z,45,450541.jpg,0.0,Plange,1.0,False,,n,7,31,0,18765,467,64687,18666,0.0,0.0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,50,516,51,492,51,529,51,,,,,,
201,,,438464,0,0,0,0,0,3,2.0,1.0,2,Cheick,2.0,514,False,,,50,438464.jpg,2.0,Doucouré,0.1,False,,a,7,31,8,6249,876,7965,1397,0.4,1.6,C.Doucouré,332,0,0,0,7,0,0,0,0,0,0,0,52,38.0,34.7,11.0,8.5,199,77,132,84,219,116,205,102,,,,,,
202,,,427623,0,0,0,0,0,2,0.5,-0.5,0,Chris,0.5,530,False,,,45,427623.jpg,0.7,Richards,0.1,False,,a,7,31,2,717,219,2525,551,0.1,0.4,Richards,45,0,0,0,3,0,0,0,0,0,0,0,15,18.0,12.2,4.0,3.4,257,105,219,67,258,85,281,100,,,,,,
203,,,487818,0,0,0,0,0,1,0.0,-1.0,0,Joseph,0.0,590,False,,,40,487818.jpg,0.0,Whitworth,0.1,False,,a,7,31,0,7240,1076,1860,1012,0.0,0.0,Whitworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,51,403,33,349,31,425,51,,,,,,
204,,,530318,0,0,0,0,0,3,1.1,0.1,0,Kaden,0.0,601,False,,,45,530318.jpg,0.0,Rodney,0.0,False,,a,7,31,0,158,158,35,35,0.0,0.0,Rodney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,219,529,221,507,204,542,221,,,,,,
205,,,115382,-1,1,-3,3,0,4,0.5,0.0,0,Neal,0.0,110,False,,,62,115382.jpg,0.0,Maupay,0.5,False,,a,8,11,0,18238,5535,65109,7772,0.0,0.0,Maupay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598,61,598,61,598,61,598,61,,,,,,
206,100.0,100.0,40349,0,0,0,0,0,1,0.5,0.0,0,Asmir,0.0,176,False,,2022-07-30T13:30:04.308081Z,40,40349.jpg,0.0,Begović,0.6,False,,a,8,11,0,10561,1200,10193,2087,0.0,0.0,Begović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,373,30,356,11,300,9,379,30,,,,,,
207,100.0,100.0,57134,0,0,0,0,0,4,1.3,0.8,1,Salomón,0.8,177,False,,2022-07-05T15:30:04.154866Z,50,57134.jpg,1.0,Rondón,0.6,False,,a,8,11,3,48180,8679,34732,9663,0.2,0.6,Rondón,86,0,0,0,1,0,0,0,0,0,0,0,3,5.4,24.0,36.0,6.4,308,36,165,23,128,28,237,30,,,,,,
208,100.0,100.0,59949,0,0,0,0,0,2,0.5,0.0,0,Seamus,0.0,178,False,,2022-07-15T12:00:04.659129Z,45,59949.jpg,0.0,Coleman,0.1,False,,a,8,11,0,2206,403,2843,696,0.0,0.0,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,196,474,197,438,182,493,198,,,,,,
209,0.0,0.0,60252,0,0,0,0,0,3,0.0,0.0,0,Andros,0.0,179,False,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,60252.jpg,0.0,Townsend,0.0,False,,i,8,11,0,242,33,393,62,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,590,256,589,256,584,252,591,256,5.0,,3.0,,2.0,
210,,,106611,-1,1,-2,2,0,2,0.7,0.2,1,Michael,0.2,180,False,,,43,106611.jpg,1.0,Keane,0.5,False,,a,8,11,1,3235,422,30908,3327,0.0,0.2,Keane,22,0,0,0,1,0,0,0,0,0,0,0,4,6.4,0.3,0.0,0.7,303,114,322,119,358,141,327,116,,,,,,
211,0.0,0.0,108823,0,0,-2,2,0,3,0.0,0.0,0,Dele,0.5,181,False,Season-long loan to Besiktas,2022-08-26T07:27:01.424683Z,53,108823.jpg,1.0,Alli,0.2,False,,u,8,11,2,7054,0,44362,7944,0.1,0.4,Dele,38,0,0,0,1,0,0,0,0,0,0,0,5,0.6,2.2,6.0,0.9,349,162,273,144,249,128,324,145,,,,,,
212,,,111234,0,0,0,0,0,1,3.7,3.2,2,Jordan,3.2,182,False,,,45,111234.jpg,3.2,Pickford,5.4,False,,a,8,11,13,102248,11829,135357,26779,0.7,2.9,Pickford,360,0,1,0,5,0,0,0,1,0,14,1,76,128.2,13.0,0.0,14.1,19,4,212,1,452,43,109,2,,,,,,
213,100.0,100.0,119765,0,0,-1,1,0,3,0.5,0.0,0,Allan,0.0,183,False,,2022-08-13T15:30:06.571302Z,49,119765.jpg,0.0,Marques Loureiro,0.1,False,,a,8,11,0,3048,381,10004,1025,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,235,550,236,534,223,560,237,,,,,,
214,25.0,0.0,120250,0,0,0,0,0,3,0.1,0.0,0,André,0.0,184,False,Muscle injury - 25% chance of playing,2022-08-04T16:30:05.406319Z,45,120250.jpg,0.0,Tavares Gomes,0.1,False,,d,8,11,0,896,85,10752,1130,0.0,0.0,André Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,495,191,485,195,453,177,503,195,,,,,,
215,0.0,0.0,121599,-1,1,-2,2,0,3,0.0,0.0,0,Abdoulaye,0.8,185,False,Hamstring injury - Expected back 11 Sep,2022-08-13T15:30:06.592202Z,53,121599.jpg,1.5,Doucouré,0.1,False,,i,8,11,3,4127,27,19146,1531,0.2,0.6,A.Doucouré,124,0,0,0,2,0,0,0,0,0,0,0,16,10.2,4.1,27.0,4.2,285,127,247,129,157,85,275,124,,,,,,
216,,,153133,0,0,0,0,0,3,2.3,1.8,2,Alex,1.8,186,False,,,55,153133.jpg,1.8,Iwobi,0.2,False,,a,8,11,7,10828,827,13461,2400,0.3,1.3,Iwobi,360,0,0,0,5,0,0,0,1,0,0,0,56,69.8,114.7,20.0,20.4,88,34,16,12,185,101,64,43,,,,,,
217,0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,0.0,187,False,Season-long loan to Trabzonspor,2022-08-27T07:45:42.248796Z,45,160987.jpg,0.0,Gbamin,0.0,False,,u,8,11,0,1426,0,3305,961,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,193,489,197,458,179,505,197,,,,,,
218,0.0,0.0,164511,0,0,-1,1,0,2,0.0,0.0,0,Yerry,0.2,188,False,Ankle injury - Expected back 09 Oct,2022-08-07T01:30:05.719432Z,44,164511.jpg,1.0,Mina,0.1,False,,i,8,11,1,1028,25,13295,964,0.0,0.2,Mina,69,0,0,0,1,0,0,0,1,0,0,0,4,11.8,0.2,0.0,1.2,277,109,334,122,391,163,313,112,,,,,,
219,,,172632,0,0,0,0,0,3,4.3,3.8,2,Demarai,3.8,189,False,,,55,172632.jpg,3.8,Gray,1.0,False,,a,8,11,15,63401,7450,56225,14970,0.7,2.7,Gray,350,1,0,0,4,0,0,0,0,0,0,2,47,65.0,87.9,154.0,30.7,111,43,39,28,16,10,27,20,1.0,,1.0,,3.0,
220,100.0,75.0,173807,-1,1,-1,1,0,3,1.0,0.4,1,Tom,0.5,190,False,,2022-08-24T16:30:06.063413Z,49,173807.jpg,0.7,Davies,0.0,False,,a,8,11,2,1296,169,2314,366,0.1,0.4,Davies,123,0,0,0,2,0,0,0,1,0,0,0,12,8.8,19.4,27.0,5.5,291,131,181,104,156,84,257,114,,,,,,
